0	0	0.5
1	1	4
2	2	20
3	3	0.5
4	4	4
5	5	20
6	6	0.5
7	7	4
8	8	20
9	9	0.5
10	10	4
11	11	20
12	12	0.5
13	13	4
14	14	20
15	15	0.5
16	16	4
17	17	20
18	18	0.5
19	19	4
20	20	20
21	21	0.5
22	22	4
23	23	20
24	24	0.5
25	25	4
26	26	20
27	27	0.5
28	28	4
29	29	20
30	30	0.5
31	31	4
32	32	20
33	33	0.5
34	34	4
35	35	20
36	36	0.5
37	37	4
38	38	20
39	39	0.5
40	40	4
41	41	20
42	42	0.5
43	43	4
44	44	20
45	45	0.5
46	46	4
47	47	20
48	48	0.5
49	49	4
50	50	20
51	51	0.5
52	52	4
53	53	20
54	54	0.5
55	55	4
56	56	20
57	57	0.5
58	58	4
59	59	20
60	60	0.5
61	61	4
62	62	20
63	63	0.5
64	64	4
65	65	20
66	66	0.5
67	67	4
68	68	20
69	69	0.5
70	70	4
71	71	20
72	72	0.5
73	73	4
74	74	20
75	75	0.5
76	76	4
77	77	20
78	78	0.5
79	79	4
80	80	20
81	81	0.5
82	82	4
83	83	20
84	84	0.5
85	85	4
86	86	20
87	87	0.5
88	88	4
89	89	20
90	90	0.5
91	91	4
92	92	20
93	93	0.5
94	94	4
95	95	20
96	96	0.5
97	97	4
98	98	20
99	99	0.5
100	100	4
101	101	20
102	102	0.5
103	103	4
104	104	20
105	105	0.5
106	106	4
107	107	20
108	108	0.5
109	109	4
110	110	20
111	111	0.5
112	112	4
113	113	20
114	114	0.5
115	115	4
116	116	20
117	117	0.5
118	118	4
119	119	20
120	120	0.5
121	121	4
122	122	20
123	123	0.5
124	124	4
125	125	20
126	126	0.5
127	127	4
128	128	20
129	129	0.5
130	130	4
131	131	20
132	132	0.5
133	133	4
134	134	20
135	135	0.5
136	136	4
137	137	20
138	138	0.5
139	139	4
140	140	20
141	141	0.5
142	142	4
143	143	20
144	144	0.5
145	145	4
146	146	20
147	147	0.5
148	148	4
149	149	20
150	150	0.5
151	151	4
152	152	20
153	153	0.5
154	154	4
155	155	20
156	156	0.5
157	157	4
158	158	20
159	159	0.5
160	160	4
161	161	20
162	162	0.5
163	163	4
164	164	20
165	165	0.5
166	166	4
167	167	20
168	168	0.5
169	169	4
170	170	20
171	171	0.5
172	172	4
173	173	20
174	174	0.5
175	175	4
176	176	20
177	177	0.5
178	178	4
179	179	20
180	180	0.5
181	181	4
182	182	20
183	183	0.5
184	184	4
185	185	20
186	186	0.5
187	187	4
188	188	20
189	189	0.5
190	190	4
191	191	20
192	192	0.5
193	193	4
194	194	20
195	195	0.5
196	196	4
197	197	20
198	198	0.5
199	199	4
200	200	20
201	201	0.5
202	202	4
203	203	20
204	204	0.5
205	205	4
206	206	20
207	207	0.5
208	208	4
209	209	20
210	210	0.5
211	211	4
212	212	20
213	213	0.5
214	214	4
215	215	20
216	216	0.5
217	217	4
218	218	20
219	219	0.5
220	220	4
221	221	20
222	222	0.5
223	223	4
224	224	20
225	225	0.5
226	226	4
227	227	20
228	228	0.5
229	229	4
230	230	20
231	231	0.5
232	232	4
233	233	20
234	234	0.5
235	235	4
236	236	20
237	237	0.5
238	238	4
239	239	20
240	240	0.5
241	241	4
242	242	20
243	243	0.5
244	244	4
245	245	20
246	246	0.5
247	247	4
248	248	20
249	249	0.5
250	250	4
251	251	20
252	252	0.5
253	253	4
254	254	20
255	255	0.5
256	256	4
257	257	20
258	258	0.5
259	259	4
260	260	20
261	261	0.5
262	262	4
263	263	20
264	264	0.5
265	265	4
266	266	20
267	267	0.5
268	268	4
269	269	20
270	270	0.5
271	271	4
272	272	20
273	273	0.5
274	274	4
275	275	20
276	276	0.5
277	277	4
278	278	20
279	279	0.5
280	280	4
281	281	20
282	282	0.5
283	283	4
284	284	20
285	285	0.5
286	286	4
287	287	20
288	288	0.5
289	289	4
290	290	20
291	291	0.5
292	292	4
293	293	20
294	294	0.5
295	295	4
296	296	20
297	297	0.5
298	298	4
299	299	20
300	300	0.5
301	301	4
302	302	20
303	303	0.5
304	304	4
305	305	20
306	306	0.5
307	307	4
308	308	20
309	309	0.5
310	310	4
311	311	20
312	312	0.5
313	313	4
314	314	20
315	315	0.5
316	316	4
317	317	20
318	318	0.5
319	319	4
320	320	20
321	321	0.5
322	322	4
323	323	20
324	324	0.5
325	325	4
326	326	20
327	327	0.5
328	328	4
329	329	20
330	330	0.5
331	331	4
332	332	20
333	333	0.5
334	334	4
335	335	20
336	336	0.5
337	337	4
338	338	20
339	339	0.5
340	340	4
341	341	20
342	342	0.5
343	343	4
344	344	20
345	345	0.5
346	346	4
347	347	20
348	348	0.5
349	349	4
350	350	20
351	351	0.5
352	352	4
353	353	20
354	354	0.5
355	355	4
356	356	20
357	357	0.5
358	358	4
359	359	20
