0	0	0
1	1	2
2	2	12
3	3	0
4	4	2
5	5	12
6	6	0
7	7	2
8	8	12
9	9	0
10	10	2
11	11	12
12	12	0
13	13	2
14	14	12
15	15	0
16	16	2
17	17	12
18	18	0
19	19	2
20	20	12
21	21	0
22	22	2
23	23	12
24	24	0
25	25	2
26	26	12
27	27	0
28	28	2
29	29	12
30	30	0
31	31	2
32	32	12
33	33	0
34	34	2
35	35	12
36	36	0
37	37	2
38	38	12
39	39	0
40	40	2
41	41	12
42	42	0
43	43	2
44	44	12
45	45	0
46	46	2
47	47	12
48	48	0
49	49	2
50	50	12
51	51	0
52	52	2
53	53	12
54	54	0
55	55	2
56	56	12
57	57	0
58	58	2
59	59	12
60	60	0
61	61	2
62	62	12
63	63	0
64	64	2
65	65	12
66	66	0
67	67	2
68	68	12
69	69	0
70	70	2
71	71	12
72	72	0
73	73	2
74	74	12
75	75	0
76	76	2
77	77	12
78	78	0
79	79	2
80	80	12
81	81	0
82	82	2
83	83	12
84	84	0
85	85	2
86	86	12
87	87	0
88	88	2
89	89	12
90	90	0
91	91	2
92	92	12
93	93	0
94	94	2
95	95	12
96	96	0
97	97	2
98	98	12
99	99	0
100	100	2
101	101	12
102	102	0
103	103	2
104	104	12
105	105	0
106	106	2
107	107	12
108	108	0
109	109	2
110	110	12
111	111	0
112	112	2
113	113	12
114	114	0
115	115	2
116	116	12
117	117	0
118	118	2
119	119	12
120	120	0
121	121	2
122	122	12
123	123	0
124	124	2
125	125	12
126	126	0
127	127	2
128	128	12
129	129	0
130	130	2
131	131	12
132	132	0
133	133	2
134	134	12
135	135	0
136	136	2
137	137	12
138	138	0
139	139	2
140	140	12
141	141	0
142	142	2
143	143	12
144	144	0
145	145	2
146	146	12
147	147	0
148	148	2
149	149	12
